Data,label
"Kesedihan yg terdalam dirasakan timnas u20 , kita kalah sebelum be anding, mimpi dan sejarah yg bisa terukir gagal tercapai",positive
Begitu bangganya koster dan ganjar melihat informasi ini   ,positive
Innalilahi wa innailaihi roziun telah terkubur impian Garuda muda berlaga di kelas dunia   semoga timnas U20 diberikan ketabahan aminn,positive
"""Membela negara lain dengan mengubur mimpi anak negeri  Welcome to Indonesia,""",positive
Terimakasih para pendukung Palestina ,positive
"Harus ada yang be anggung jawab  Meminta tuan rumah sangat susah dan jauh hari sudah disiapkan, tapi hancur akibat hanya ucapan mudah yang keluar dari beberapa orang yang kepo",positive
Rip sepak bola Indonesia,negative
MANTAP FIFA     good job,positive
Paling kasian anak2 muda kita yg mimpinya tinggal diujung mata    Sirna begitu saja bagai air menguap ,positive
Semoga pejabat yang membuat batal ini tidak jadi pejabat lagi kedepannya ,positive
Luar biasa hanya Indonesia yg berani memberikan sangsi kepada israel    Bahkan FIFA dan PBB sendiri tdk berani memberikan sangsi kepada israel    Bravo Indonesia,positive
Penghianat bangsa adalah orang orang yg menjatuhkan harga diri bangsanya dan mementingakan prioritas negara lain ,positive
Semoga bisa ikut pildun tanpa harus jadi tuan rumah dulu ,positive
"Sabar para pemain U20 kalian ikut berjuang terhadap diskriminasi FIFA, ngapain mengikuti Piala Dunia ini, apalah a inya, mari kita sama2 menggapai Piala di Surga nanti",positive
Saya bangga pada kalian yg sudah menghancurkan mimpi anak bangsa kalian sendiri   sepak bola Indonesia sudah mati,positive
Netizen akan ramai berjilid jilid akan menandai siapa saja yg turut andil menggagalkan event U20,positive
Semoga arwah sepakbola nasional diterima disisi koster dan Ganjar   ,positive
Fifa berikan kesempatan kpd bangsa yg lebih beradab!,positive
Selamat buat bapak bapak yg menolak anda sukses menghancurkan impian pemain muda kita main di piala dunia ,positive
Pak Ganjar sama pak koster besok mau sukuran kaya nya  PESTA PORA atas gugur nya harapan seluruh Insan sepakbola Indonesia  ,positive
Pas keluar berita ini semalam tdk terasa air mata menetes,positive
"bagi saya, kalian tetap lah saya dukung mau dimanapun kalian be anding,, indonesia tetap di hati  ",positive
"Mungkin dipikir FIFA bisa di tekan bisa di intervensi terus akan nurut,ngakak so hard!!!",positive
"Ini lah Indonesia, mampu membela negara lain tapi , tidak mampu membela masa depan anak muda bangsa",positive
"Tidak berharap lagi ada iven besar di indonesia  Olimpiade, dan piala dunia di Indonesia hanya mimpi ",positive
Orang-orang yang sangat hebat menghancurkan mimpi dan cita-cita anak bangsanya ,positive
Itulah kenapa saya lebih suka main PES daripada FIFA ,positive
Pupus sudah mimpi menggelar hajat sekelas dunia U20 hanya gara2 pernyataan menolak karena ada Israelnya,positive
Rip sepak bola Indonesia    Sedih dengar keputusan fifa ,positive
Akhirnya Indonesia punya harga diri     MANTAB!!!,positive
turut berduka atas persepak bolaan indonesia ,positive
Semangat    Semoga kedepannya sepakbola Indonesia lebih maju dan banyak pe andingan internasional diselenggarakan di Indonesia   ,positive
"Begitu indah apabila Indonesia mnjadi tuan rumah pildun U20, pasti kayak pildun lalu meriahnya dan pasti kita akan melihat pemain2 muda yg cemerlang nanti tp apa bole buat nasi SDH jadi bubur",positive
Wayan Koster dan Ganjar Pranowo yg paling be anggung jawab atas batalnya Piala dunia U20 di Indonesia,positive
"Banyak yg munafik, hancur sepak bola indonesia   ",positive
Ganjar harus beri klarifikasi di media terkait batalnya Indonesia menjadi tuan rumah piala dunia u20,positive
"Semoga orang hebat' merasa puas ,karena merasa dirinya yg paling benar, karena lidah tak be ulang",positive
Kecewa tapi salut sama FIFA  TEGAS!! ,positive
"Terima kasih fifa,, bukan kalian saja yg bisa berpolitik terhadap rusia   terima kasih ajaran nya ",positive
"Wkwkwkwk bagus2 kabar yang sangat menggembirakan,         ",positive
Kami bese a jajaran mengucapkan alhamdulillah,positive
Sepak bola Indonesia berduka,positive
"Selamat tidur nyenyak bapak""yang terhormat",positive
"Selamat yah GP ,koster dan PA212 dan politisi negara ini sdh buat WC U20 batal di gelar kalian hrs tanggung jawab",positive
"Kasihan nasib mimpi"" anak muda negeri ini akhirnya buyarr semua    ",positive
FIFA piala dunia U-20 di Indonesia ini jangan di jadikan sebagai senjata politik di Indonesia ini FIFA piala dunia U-20 di Indonesia ini harus di gelar dan di laksanakan di Indonesia ini,positive
Pray for sepak bola Indonesia cukup sudah sampai disini ,positive
"Sudah ku duga, dari awal Indonesia jadi tuan rumah piala U20, intinya Indonesia belum siap menyelenggarakan even ini,",positive
"kasian dan sedih sdh tercampur, RIP sepak bola",positive
Berjuang demi bangsa lain namun menghancurkan mimpi anak bangsa sendiri    Sangat membagongkan  ,positive
aturan sudah di depan mata pergelaran piala dunia u-20 akhir nya di ujung tanduk gagal jd tuan rumah gara2 segelintir orang pentingin ego politik demi merugikan anak bangsa sendiri,positive
Terimakasih pak gub keren,positive
Jangan saling menyalahkan batal /jadi tuan rumah u 20 yg penting rakyat aman dan tenang Tohir sdh berusaha tapi takdir lain yg sabar bro ,positive
Indonesia harus bikin persatuan sepakbola dunia sendiri ? luar dari FIFA ,positive
"Hal yang paling gw takutkan bukan batalnya world Cup u20, tapi lebih ke sanksi yang akan didapat Indonesia karena batal melaksanakan World Cup U20 ",positive
Yang menolak harus be anggung jawab,positive
Imbasnya timnas senior yg sudah susah payah untuk lolos ke putaran final piala Asia 2023 terancam gagal karena pembatalan piala dunia u20,positive
"Terima kasih kepada Parpol,Pejabat Gubernur, Politikus,Dan ormas yang telah berhasil hancurkan impian anak muda timnas Indonesia U-20 yang telah lama mengimpikan tampil di ajang piala dunia U-20 ",positive
Memang sedih karna batal indo jadi tuan rumah  ,positive
semoga sja dikenna kan sangsi oleh fifa biar sepakbola indonesia jdi hancur,positive
Siapa yang be anggung jawab atas kejadian ini bagaimana para tunas tunas muda yang punya asa di dunia sepak bola   IRONIS,positive
Saya rakyat kecil kecewa berat Indonesia batal menjadi tuan rumah timnas piala dunia karna ulah kadron,positive
Kami cinta Palestina   tpi bukan bra i mngorbankan para pemuda bangsa ini yg telah berlatih dari awal    mudah2an pemuda kita tdak sohk tidak down jiwa mentalnya    ada sebab ada akibat,positive
"Insan sepak bola indonesia semua, mari kita berduka        ,",positive
Ya ampun sedihnyaa,positive
Beginilah ketika olahraga dicampur dengan politik       ,positive
"Udah fokus AFF aja, hanya di situlah negara kita menjadi raja, ya walaupun raja yang belum utuh",positive
"Sedih sekali, tp garuda tetap d dada",positive
Sedih sekali ya Allah,positive
Innalillahi wainna ilahi rojiun selamat sdh mematikan mimpi anak anak bangsa yg ingin berlaga di piala dunia   ,positive
Hancur sudah Indonesia ,positive
"Ingat yg menolak anda sudah bikin sakit hati anak""dan pecinta sepak bola",positive
timnas indonesia Berduka  ,positive
Masih berharap ini cuma mimpi,positive
"Semua mimpi & cita cita pemain garuda muda hancur,,, seketika, itu semua krna ulah orang yg GK menge i sepak bola yg di campur adukan dengan Politik     ",positive
Sedih banget ,positive
Catet dg baik ya mereka yg nggak dukung indonesia tuan rumah pidun u 20 jangan beri kesempatan lagi   ,positive
FIFA organisasi yg berstandar ganda  ,positive
Demi dukung Palestina merdeka,positive
Indonesia kehilangan wibawa,positive
Muka bangsa ini mau kemanain? ,positive
Keputusan yg tepat buat FIFA karena Indonesia emang gak pantes jd tuan rumah ,positive
Palestina ketawa melihat indonesia karna olah raga bola akan sepi di indonesia dengan sangsi oleh fifa tapi palestina bisa bermain bola di internasional bahkan diakui fifa,positive
"Percaya dah,sehabis ini, perekonomian Indonesia akan kacau parah",positive
Kasihan Indonesia,positive
Mainnya Hebat!,positive
"Hebat indonesia, sudah habis biaya milyaran untuk membangun sarpra sepak bola persiapan U 20, akhirnya gagal diakibatkan ulah 2 orang",positive
"Klo sampe Indonesia gagal jadi tuan rumah piala dunia U-20,, dan indonesia di sangsi maka pa ai PKSharus be anggung jawab dan harus siap menanggung kemarahan rakyat",positive
Karena menolak israel kan ya? Tapi kayaknya FIFA standar ganda gak sih karena russia gak boleh main di qatar malah qatar yang dilarang ngundang russia,positive
Akankah terus sepe i ini negeri ku tercinta,positive
Janji bantu kena sanksi BERAT,positive
Kasihan anak anak muda yg sudah mengharapkannya,positive
Semoga yang menyebabkan batalnya indoneaia batal jadi tuan rumah tifak tenang hidupnya,positive
"FIFA tidak adil    masalah kecil kok jadi besar lebih baik indonesia keluar saja dari anggota FIFA,,,bnyk negara yg melanggar statuta FIFA sepe i USA,Israel tapi tidak dibekukan oleh FIFA ",positive
"Negara dan FIFA ,kalah sama segelintir manusia2 ",positive
Makin kesini makin aneh ya hidup di negri ini,positive
Sakit hati sekalai PD u20 batal  ,positive
Mungkin tadi nya dengan menolak timnas Israel tidak akan sepe i ini eh mahlah,positive
"Serius pengen tau tanggapan DPR terkait pembantalan indonesia jadi tuan rumah pildun U20, siapakah yg harus be anggung jawab atas hal ini!?",positive
"Kesempatan emas padahal, kapan lagi punya hajatan gini  Emane stadiun yg sudah habis banyak buat renov",positive
Media juga harus tanggung Jawab   yang kmrin buat berita2 kontroversial,positive
Indonesia masih masih dalam masa dark age nya gk usah heran,positive
semoga FIFA memilih Israel atau Palestina menjadi tuan rumah pengganti Indonesia,positive
"Lebih baik diam yah, bantu sewajarnya berempati sewajarnya dengan negara lain saudara sndiri Sampek gagal jatuh melukai hatinya",positive
"Kasian 2 gubernur jd tumbal    Pdhl FIFA bilangnya Kanjuruhan, bukan tolak Israel ",positive
Bedakan politik dan sepakbola,negative
Selamat,positive
"Saya pencinta sepak bola merasa kecewa,",positive
"Palestina dan Israel tetap berlaga, kita berduka",positive
Klo tdk batal   Indonesia juara dunia   Makanya di batalkan  ,positive
"Waduh sayang sekali,padahal pengen lihat tim Israel vs tim Indonesia siapa yg menang lho",positive
Gua tetap biasa aja  Gak penting juga tuh Fifa kok sampai buat nangis rakyat indonesia ,positive
"tenang ada palestina yang nanti membela kita untuk ikut piala dunia u20, kabarnya mereka akan turun ke jalan dan berdemo agar fifa mau balikin indo jadi tuan rmh piala dunia u20",positive
Bera i sandungan terberatx adalah kasus Kanjuruhan ,positive
"Indonesia batal jadi tuan rumah,, Tapi FIFA janji akan tetap bantu pssi ? Kemungkin indonesia dapat sanki ringan kah ?? Saya harap bgitu !!??",positive
Horee selamat ya atas batalnya piala dunia u20,positive
Israel pasti senang indonesia gagal jadi tuan rumah,positive
"Bagi saya tidak terlalu penting, dibanding dengan meremnya pemerintah dgn kejadian Kanjuruhan ",positive
Ngapain mau bantu lagi fifa sdh membatalkan   Aneh juga fifa ini  Gak usah kita ikut fifa lagi ,positive
Trima ksih fifa  ,negative
Mimpi itu lewat kualifikasi bukan buang uang 80 t cm buat bocil U20 yang maen lawan Guatemala aja kalah sok sok an status mimpi,positive
dibatalkan karna tragedi sebelumnya,positive
alasan fifa karena tragedi kanjuruhan,positive
Gak apa timnas indonesia gak bakal main di piala asia qatar nanti sementara palestina tetep main di piala asia nanti,positive
Trima kasih buat orang2 pinter,positive
"terpakasa unfoll akun fifa saking kecewanya,",positive
"Terimah kasih FIFA , akhirnya batal",positive
"Sdh siap siap juga, malah batal, hadehhh",positive
Selamat buat yg menghancurkan mimpi anak muda indonesia,positive
"Kita blom sekelas ma uni Eropa yg bisa mndekte FIFA,inget tu wahai pnghancur mimpi anak bangsa",positive
"Sudah lah,syukuri saja ",positive
kalau sudah di batalkan ga usah bunta bantu pergi aja sonoh ga usah datang lagi sudah pada sakit semua,positive
"alangkah bahagianya pembenci sepakbola, mari kita nikamati tarkam saja secara live",positive
Yang lebih kasihan para pekerja jalak harupat udah kerja 24 jam eh ga jadi wkwkwk,positive
Makan tuh bela2 negara lain   Jadi kena malu Indonesia,positive
"Selesai sudah,,rib timnas indinesia",positive
Hohoho  sedih sekali mendengarnya   ,positive
"Jadi wajar ya kalo Indonesia tuh gak bakal 'maju'  Cuma karena hal 'sepele', kocak nya negara ku",positive
"Di balik kesedihan kalian,, ada orang yg te awa terbahak2",positive
Ujung2nya ntar yg di salahkan Israel lagi FIFA batalkan U20 di Bali wkwkwkwk,positive
Palestina aja nda protes istrael main  kok di Indonesia jadi pada gila apa lagi 2 Gubernur itu kacau  ,positive
"Mengorbankan negara demi negara lain ,,,anehh",positive
Bnr bnr pupus harapan,positive
Awokwkwkwk enggak tau lagi gw kata nya mau mendunia wkwkwk tapi gagal awkwkwk,positive
Jangan mau di goreng2 ama media gays,positive
Jng pilih capres yg membatalkan U 20 di Indonesia    siapa yg setuju kasih jempol,positive
"Tetaplah semangat garuda muda, jangan kecewa jangan sedih  teruslah berjuang",positive
Tetap Semangat Tim U-20 Indonesia  God bless,negative
Kerugian hal yang wajar dlm suatu usaha   semangat Garuda ku,positive
"Saya pecinta timnas,tp jangan salahkan pak ganjar",positive
Entah kapan lg negeri ini bs menjadi tuan rumah dan menjadi bagian dalam ajang piala dunia,positive
Betul-betul merugikan negara Indonesia Semoga para pemain tetap semangat,positive
Sungguh nyesek memang karena cuma ingin jadi presiden sampai mengorbankan kehormatan bangsa dan negara biang kerok nya harus di tindak jangan di biarkan,positive
Yg wajib menghukum adalah rakyat Indonesia kita harus balik menolak keberadaan mereka yg menolak,positive
"Mudah2an timnas U-20 masih bisa ikut piala dunia, meskipun tidak di Indonesia ",positive
"Sudah,tak usah menyalahkan siapa ,atau siapa, udahlah dinikmati aja sedang pemain harus legowo,mungkin tahun depan ada yg menjanjikan lebih baik ",positive
"Kasihan mereka siang malam berlatih, namun gagal,sabar adik²",positive
Gagalnya Indonesia menjadi tuan rumah piala Dunia U 20 hrs ada pe anggung jawabannya   ,positive
Mudah2an pak ganjar mersakan kekecewaan nanti di 2024 tidak jadi RI 1 sepe i kekecewaan pemain u20 yg tidak jadi main di piala dunia,positive
yo Tim garuda u 20  masarKat mendukungmu demi nkri  ayo tetap semangat  semoga yg membuat gagalnya indonesia sbg tuan rumah  semoga mendapat karma dr Allah karena seluruh supo er indonesia kecewa berat ,positive
Semoga kita bisa balas rasa sakit hati ini pada mereka yang menyebabkan batalnya piala dunia U20,positive
Sebaiknya mrk yg menggagalkan U-20 harus di proses hukum krn secra tdk lngsung sdh merugikan Negara Indo   Harus   !!!,positive
"U20 cuma sekali, seiring be ambah usia tentu pemain ini tidak bisa bermain lagi di kategori umur yg sama  ",positive
"Main bola itu damai ada rasa persaudaraan dan spo ifitas itu tujuan dari FIFA bukan embel2 Intimidasi, diskriminasi dan teror heran sekali bangsa ini",positive
tolong jelaskam yg benar bahwa timnas u 20 gak jadi tuan rumah karna kita tak pernah berpihak dengan israe dan jgn menyalahkan ke 2 gubernur     utk timnas U20 tetap semangat dan jangan menyerah      ,positive
Indonesia jangan terlalu bersedih  Karena pembatalan Piala Dunia U-20 dilaksanakan di Indonesia,positive
Klo menurut saya sih udah jd banyak pe imbangan bagi FIFA utk menyelenggarakan Pildun U-20 di Indonesia,positive
"Piala dunia U20 kalo jadi digelar di Indonesia efeknya luar biasa positip , mulai untung dari segi devisa negara, hotel hotel , pedagang kecil dan menengah untung , tiap sudut daerah / kota akan dikunjungi tamu tamu supo er luar negeri , dan sepak bola kita akan diperhitungkan di tingkat global dunia",positive
Saya cuma bisa menangis   ,positive
Tangkap merekaaa yg merugikan negaraaaa,positive
Salut presiden FIFA yg membatalkan Indonesia jadi tuan rumah piala dunia U20,positive
Kirain harapan ternyata dia juga yg merusak mimpi indonesia bisa jadi tuan rumah pildun ,positive
"Kasian tim nas, kalah sebelum be arung  Ini nyata, bukan cuma kata2 semata tpi itulah kenyataannya ",positive
"Di batal kan gk apa yg pentingasih bisa main, kalau di antara 24 negara itu menjadi tuan rumah, ini jalan satu satu nya untuk tim kita main di PILDUN20",positive
Kami kecewa selamat anda sudah puas,positive
Belum tentu pula di putuskan batal mungkin ada lain itu harus dipeetimbangkan bukan mudah semua itu,positive
Sampai sekarang aja gak ada minta maaf bapak bapak yang terhormat itu,positive
"Mereka telah menggagalkan piala dunia U20 d Indonesia, maka balas dendam terbaik adalah dgn menggagalkan juga impian mereka d 2024 nanti",positive
Hancur seketika harapan adik2 timnas U20,positive
Kecewa udh tunggu lama2 sekian lama Indonesia menjadi tuhan rumah piala Dunia u20 menghubur hidup2 mimpi Indonesia u20 butuh tenaga banyak sirnah lh sudah,positive
pemerintah pusat harus seret kedu orang ini ke ranah pidana yg menolak fifa tersebut,positive
Siapa yang be anggung jawab atas biaya yang begitu besar untuk persiapan piala dunia umur 20 ?,positive
Jgn sampai terulang sepe i kejuruhhan,positive
FIFA mencabut P dunia u 20 karena sejarah keamanan Indonesia 20 th terakhir banyak teroris dan demo berjilid2  Ganjar dan gub Bali dasarnya keaman ,positive
Politik   jangan dcampur sepakbola    ,positive
Piala dunia U 20 yang mau jadi panggung Erik batal    terima aja Pa Erik,positive
Padahal TimNas U20 Israel udah jela lolos & bakal jadi pse a! ,positive
